Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
pig manure,6.76124,27.5,58.7045,3.0,6.2609,49.9196,59.0367,,,,,,,,,,,,,,,Segment B: native,49.9196,59.0367,6.2609,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,6.0,6.94118,55.562,61.4187,,,,,,,,,,,,,,,Segment B: native,55.562,61.4187,6.94118,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,10.0,8.19771,60.7287,59.0745,,,,,,,,,,,,,,,Segment B: native,60.7287,59.0745,8.19771,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,14.0,9.10358,58.3113,67.7703,,,,,,,,,,,,,,,Segment B: native,58.3113,67.7703,9.10358,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,21.0,9.16903,56.6055,60.6023,,,,,,,,,,,,,,,Segment B: native,56.6055,60.6023,9.16903,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,28.0,9.08116,49.375,61.8298,,,,,,,,,,,,,,,Segment B: native,49.375,61.8298,9.08116,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,35.0,9.12723,42.3425,51.3233,,,,,,,,,,,,,,,Segment B: native,42.3425,51.3233,9.12723,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,42.0,8.60765,34.5972,39.3954,,,,,,,,,,,,,,,Segment B: native,34.5972,39.3954,8.60765,pig manure|6.761|27.5|58.704
pig manure,6.76124,27.5,58.7045,52.0,8.56924,24.3759,35.5016,,,,,,,,,,,,,,,Segment B: native,24.3759,35.5016,8.56924,pig manure|6.761|27.5|58.704
cattle manure,9.30447,27.5,65.0,0.0,9.30447,28.5352,65.0,,,,,,,27.5,20.7161,,,,,,,Segment B: native,28.5352,65.0,9.30447,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,1.0,9.27597,63.509,64.92443319,,,,,,,,30.7744,,,,,,,Segment B: native,63.509,64.92443319,9.27597,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,3.0,9.18716,61.2197,61.76387707,,,,,,,,27.6769,,,,,,,Segment B: native,61.2197,61.76387707,9.18716,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,6.0,8.47582,45.4939,61.79548894,,,,,,,,35.5704,,,,,,,Segment B: native,45.4939,61.79548894,8.47582,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,9.0,8.57738,33.6005,58.81063011,,,,,,,,39.4338,,,,,,,Segment B: native,33.6005,58.81063011,8.57738,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,12.0,9.33439,45.335,59.70623876,,,,,,,,53.4555,,,,,,,Segment B: native,45.335,59.70623876,9.33439,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,15.0,9.92726,35.1164,59.46036813,,,,,,,,112.706,,,,,,,Segment B: native,35.1164,59.46036813,9.92726,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,18.0,9.29743,26.7335,59.92869012,,,,,,,,78.368,,,,,,,Segment B: native,26.7335,59.92869012,9.29743,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,21.0,9.423,25.353,58.72261002,,,,,,,,71.0408,,,,,,,Segment B: native,25.353,58.72261002,9.423,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,24.0,9.81599,35.1192,58.6076498,,,,,,,,84.6628,,,,,,,Segment B: native,35.1192,58.6076498,9.81599,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,27.0,9.29336,28.5153,58.937275,,,,,,,,85.7619,,,,,,,Segment B: native,28.5153,58.937275,9.29336,cattle manure|9.304|27.5|65.0
cattle manure,9.30447,27.5,65.0,30.0,9.58809,25.0435,56.48683182,,,,,,,,87.1274,,,,,,,Segment B: native,25.0435,56.48683182,9.58809,cattle manure|9.304|27.5|65.0
cattle manure,9.31005,27.5,65.0,0.0,9.31005,28.469,65.0,,,,,,,27.5,20.3497,,,,,,,Segment B: native,28.469,65.0,9.31005,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,1.0,9.36363,63.1589,64.92443319,,,,,,,,35.8701,,,,,,,Segment B: native,63.1589,64.92443319,9.36363,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,3.0,9.09393,58.5986,61.38309525,,,,,,,,38.6345,,,,,,,Segment B: native,58.5986,61.38309525,9.09393,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,6.0,8.47861,45.5886,61.84134462,,,,,,,,26.8443,,,,,,,Segment B: native,45.5886,61.84134462,8.47861,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,9.0,8.94586,37.3287,59.07588443,,,,,,,,34.4047,,,,,,,Segment B: native,37.3287,59.07588443,8.94586,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,12.0,9.39134,46.3759,59.83685922,,,,,,,,51.2906,,,,,,,Segment B: native,46.3759,59.83685922,9.39134,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,15.0,9.77764,42.1092,59.56195969,,,,,,,,78.9342,,,,,,,Segment B: native,42.1092,59.56195969,9.77764,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,18.0,9.38118,38.1737,59.06381058,,,,,,,,71.8401,,,,,,,Segment B: native,38.1737,59.06381058,9.38118,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,21.0,9.51679,35.2508,57.01889075,,,,,,,,82.5645,,,,,,,Segment B: native,35.2508,57.01889075,9.51679,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,24.0,9.6686,38.7718,57.19447366,,,,,,,,75.4704,,,,,,,Segment B: native,38.7718,57.19447366,9.6686,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,27.0,9.41619,35.9907,57.54480795,,,,,,,,70.9076,,,,,,,Segment B: native,35.9907,57.54480795,9.41619,cattle manure|9.31|27.5|65.0
cattle manure,9.31005,27.5,65.0,30.0,9.60763,30.1722,55.83013523,,,,,,,,94.9209,,,,,,,Segment B: native,30.1722,55.83013523,9.60763,cattle manure|9.31|27.5|65.0
food waste,4.08761,25.0,65.3179,0.0,4.08761,47.9831,65.3179,,,,,,,25.0,,,,,,,0.0069113,Segment B: native,47.9831,65.3179,4.08761,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,3.0,6.89528,65.0147,58.3203,,,,,,,,,,,,,,0.0069113,Segment B: native,65.0147,58.3203,6.89528,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,7.0,8.39139,74.8903,65.3933,,,,,,,,,,,1.25511,,,0.885418,Segment B: native,74.8903,65.3933,8.39139,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,10.0,8.48885,57.1214,53.1979,,,,,,,,,,,1.26075,,,,Segment B: native,57.1214,53.1979,8.48885,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,12.0,8.58631,46.037,57.6229,,,,,,,,,,,,,,0.129972,Segment B: native,46.037,57.6229,8.58631,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,14.0,7.89787,41.2744,55.1215,,,,,,,,,,,0.773607,,,0.0716283,Segment B: native,41.2744,55.1215,7.89787,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,21.0,7.18351,36.0888,39.3982,,,,,,,,,,,0.393519,,,0.0151967,Segment B: native,36.0888,39.3982,7.18351,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,27.0,7.19181,35.013,28.9326,,,,,,,,,,,0.649012,,,0.0471439,Segment B: native,35.013,28.9326,7.19181,food waste|4.088|25.0|65.318
food waste,4.08761,25.0,65.3179,30.0,7.19077,35.0976,23.6878,,,,,,,,,,,0.418525,,,0.0364998,Segment B: native,35.0976,23.6878,7.19077,food waste|4.088|25.0|65.318
food waste,4.19233,25.0,65.5959,0.0,4.19233,36.391,65.5959,,,,,,,25.0,,,,,,,0.00693581,Segment B: native,36.391,65.5959,4.19233,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,3.0,5.79212,62.9477,61.8379,,,,,,,,,,,,,,0.0140024,Segment B: native,62.9477,61.8379,5.79212,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,7.0,8.48989,72.8233,62.9636,,,,,,,,,,,,,,0.808503,Segment B: native,72.8233,62.9636,8.48989,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,10.0,8.2929,58.9466,52.4364,,,,,,,,,,,1.34907,,,,Segment B: native,58.9466,52.4364,8.2929,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,12.0,8.39865,46.5205,57.4778,,,,,,,,,,,1.3351,,,0.129999,Segment B: native,46.5205,57.4778,8.39865,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,14.0,8.5013,43.0513,52.5226,,,,,,,,,,,1.18594,,,0.071601,Segment B: native,43.0513,52.5226,8.5013,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,21.0,6.79057,35.9316,42.7223,,,,,,,,,,,0.474632,,,0.0151667,Segment B: native,35.9316,42.7223,6.79057,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,27.0,6.89114,35.0976,33.3689,,,,,,,,,,,0.399377,,,0.0471194,Segment B: native,35.0976,33.3689,6.89114,food waste|4.192|25.0|65.596
food waste,4.19233,25.0,65.5959,30.0,6.79679,33.9734,31.3031,,,,,,,,,,,0.472601,,,0.0364726,Segment B: native,33.9734,31.3031,6.79679,food waste|4.192|25.0|65.596
food waste,4.18403,25.0,70.298,0.0,4.18403,36.1613,70.298,,,,,,,25.0,,,,,,,0.00103772,Segment B: native,36.1613,70.298,4.18403,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,3.0,5.5972,60.0104,66.4675,,,,,,,,,,,,,,0.0021871,Segment B: native,60.0104,66.4675,5.5972,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,7.0,7.59202,72.8959,68.5602,,,,,,,,,,,,,,,Segment B: native,72.8959,68.5602,7.59202,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,10.0,7.79212,63.0444,61.3088,,,,,,,,,,,2.8902,,,,Segment B: native,63.0444,61.3088,7.79212,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,12.0,8.09694,54.039,58.2031,,,,,,,,,,,1.03769,,,0.177331,Segment B: native,54.039,58.2031,8.09694,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,14.0,8.39036,45.0699,57.9258,,,,,,,,,,,0.915564,,,0.0715792,Segment B: native,45.0699,57.9258,8.39036,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,21.0,7.29549,36.0646,34.8411,,,,,,,,,,,0.473732,,,0.0,Segment B: native,36.0646,34.8411,7.29549,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,27.0,7.2084,34.9162,31.8216,,,,,,,,,,,0.452998,,,0.0,Segment B: native,34.9162,31.8216,7.2084,food waste|4.184|25.0|70.298
food waste,4.18403,25.0,70.298,30.0,7.20425,35.0492,24.1713,,,,,,,,,,,0.364452,,,0.0,Segment B: native,35.0492,24.1713,7.20425,food waste|4.184|25.0|70.298
food waste,4.18611,25.0,62.5861,0.0,4.18611,40.0052,62.5861,,,,,,,25.0,,,,,,,0.0483478,Segment B: native,40.0052,62.5861,4.18611,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,3.0,6.29497,69.0157,59.4686,,,,,,,,,,,,,,0.0258748,Segment B: native,69.0157,59.4686,6.29497,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,7.0,8.59253,74.9508,64.5713,,,,,,,,,,,,,,0.796644,Segment B: native,74.9508,64.5713,8.59253,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,10.0,8.59357,56.9884,59.6528,,,,,,,,,,,1.99796,,,,Segment B: native,56.9884,59.6528,8.59357,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,12.0,8.7014,47.1007,59.9437,,,,,,,,,,,1.25397,,,0.183224,Segment B: native,47.1007,59.9437,8.7014,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,14.0,8.59046,42.0964,59.9928,,,,,,,,,,,1.59826,,,0.107099,Segment B: native,42.0964,59.9928,8.59046,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,21.0,7.12131,35.0855,47.6299,,,,,,,,,,,0.528708,,,0.0,Segment B: native,35.0855,47.6299,7.12131,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,27.0,7.09642,34.8921,37.8655,,,,,,,,,,,0.513825,,,0.0,Segment B: native,34.8921,37.8655,7.09642,food waste|4.186|25.0|62.586
food waste,4.18611,25.0,62.5861,30.0,7.09331,34.9888,32.7052,,,,,,,,,,,0.580751,,,0.0,Segment B: native,34.9888,32.7052,7.09331,food waste|4.186|25.0|62.586
food waste,4.29912,25.0,60.6037,0.0,4.29912,42.048,60.6037,,,,,,,25.0,,,,,,,0.0483287,Segment B: native,42.048,60.6037,4.29912,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,3.0,6.59253,68.0366,57.172,,,,,,,,,,,,,,0.0495135,Segment B: native,68.0366,57.172,6.59253,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,7.0,8.38828,72.9805,63.8823,,,,,,,,,,,,,,0.175373,Segment B: native,72.9805,63.8823,8.38828,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,10.0,8.49508,55.9489,57.8638,,,,,,,,,,,0.997575,,,,Segment B: native,55.9489,57.8638,8.49508,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,12.0,8.59046,45.8798,59.291,,,,,,,,,,,1.35536,,,0.189182,Segment B: native,45.8798,59.291,8.59046,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,14.0,7.88751,41.0326,54.3358,,,,,,,,,,,0.996669,,,0.118952,Segment B: native,41.0326,54.3358,7.88751,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,21.0,7.10057,34.9888,45.575,,,,,,,,,,,0.47462,,,0.0566059,Segment B: native,34.9888,45.575,7.10057,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,27.0,6.90254,36.0404,39.3402,,,,,,,,,,,1.18301,,,0.10039,Segment B: native,36.0404,39.3402,6.90254,food waste|4.299|25.0|60.604
food waste,4.29912,25.0,60.6037,30.0,6.90358,36.0525,35.6546,,,,,,,,,,,0.546944,,,0.0187701,Segment B: native,36.0525,35.6546,6.90358,food waste|4.299|25.0|60.604
poultry manure,7.75082,15.0,67.0,1.0,7.75082,36.9765,67.0,,,,,,,,,,,0.243748,,,0.047518533,Segment B: native,36.9765,67.0,7.75082,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,2.0,8.429905351,49.026,63.83088409,,,,,,,,,,,0.24957,,,0.059480067,Segment B: native,49.026,63.83088409,8.429905351,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,3.0,8.74638209,48.2385,59.29716932,,,,,,,,,,,0.184797333,,,0.0189856,Segment B: native,48.2385,59.29716932,8.74638209,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,4.0,8.706734785,57.4112,57.65217001,,,,,,,,,,,0.245798667,,,0.047606867,Segment B: native,57.4112,57.65217001,8.706734785,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,5.0,8.747673686,54.7372,56.04974912,,,,,,,,,,,0.249041333,,,0.039888667,Segment B: native,54.7372,56.04974912,8.747673686,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,6.0,8.759175707,56.9999,54.19870046,,,,,,,,,,,0.245686,,,0.0659956,Segment B: native,56.9999,54.19870046,8.759175707,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,7.0,8.8061,54.7379,54.25718239,,,,,,,,,,,0.259964667,,,0.076546667,Segment B: native,54.7379,54.25718239,8.8061,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,8.0,8.787598449,55.6851,51.96636701,,,,,,,,,,,0.223622,,,0.060218,Segment B: native,55.6851,51.96636701,8.787598449,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,9.0,8.782443954,53.7483,51.92823109,,,,,,,,,,,0.251335333,,,0.054037267,Segment B: native,53.7483,51.92823109,8.782443954,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,10.0,8.714734233,55.3388,51.98503904,,,,,,,,,,,0.179186667,,,0.027742067,Segment B: native,55.3388,51.98503904,8.714734233,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,11.0,8.735538863,53.7923,51.7001095,,,,,,,,,,,0.202820667,,,0.068482667,Segment B: native,53.7923,51.7001095,8.735538863,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,12.0,8.760718062,49.4703,50.07009197,,,,,,,,,,,0.18915,,,0.0581418,Segment B: native,49.4703,50.07009197,8.760718062,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,13.0,8.76338217,52.0077,50.71055763,,,,,,,,,,,0.177098,,,0.068728667,Segment B: native,52.0077,50.71055763,8.76338217,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,14.0,8.83313,50.7287,50.80348734,,,,,,,,,,,0.181060667,,,0.081595333,Segment B: native,50.7287,50.80348734,8.83313,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,15.0,8.795111456,47.0282,51.58737257,,,,,,,,,,,0.181244667,,,0.067111333,Segment B: native,47.0282,51.58737257,8.795111456,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,16.0,8.796820433,49.356,50.94268734,,,,,,,,,,,0.176030667,,,0.055884,Segment B: native,49.356,50.94268734,8.796820433,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,17.0,8.802900805,45.0557,50.7416815,,,,,,,,,,,0.179512667,,,0.0518196,Segment B: native,45.0557,50.7416815,8.802900805,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,18.0,8.866592834,46.9787,50.79172516,,,,,,,,,,,0.181435333,,,0.062081533,Segment B: native,46.9787,50.79172516,8.866592834,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,19.0,8.866592834,43.8999,50.79172516,,,,,,,,,,,0.192834667,,,0.052807333,Segment B: native,43.8999,50.79172516,8.866592834,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,20.0,8.88497364,45.9602,51.15414903,,,,,,,,,,,0.185941333,,,0.044347133,Segment B: native,45.9602,51.15414903,8.88497364,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,21.0,8.9416,46.5749,48.64898068,,,,,,,,,,,0.186845333,,,0.036701267,Segment B: native,46.5749,48.64898068,8.9416,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,22.0,8.884363826,48.7003,49.18544659,,,,,,,,,,,0.177731333,,,0.034102,Segment B: native,48.7003,49.18544659,8.884363826,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,23.0,8.889877689,46.3515,49.33211831,,,,,,,,,,,0.183973333,,,0.031339933,Segment B: native,46.3515,49.33211831,8.889877689,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,24.0,8.889877689,47.2264,48.90091615,,,,,,,,,,,0.183077333,,,0.049252933,Segment B: native,47.2264,48.90091615,8.889877689,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,25.0,8.877435619,48.3471,48.55239911,,,,,,,,,,,0.190278,,,0.0442118,Segment B: native,48.3471,48.55239911,8.877435619,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,26.0,8.877174824,44.9937,47.67129784,,,,,,,,,,,0.189682667,,,0.037379533,Segment B: native,44.9937,47.67129784,8.877174824,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,27.0,8.877174824,47.0178,47.07106148,,,,,,,,,,,0.17901,,,0.047442133,Segment B: native,47.0178,47.07106148,8.877174824,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,28.0,8.91865,45.0377,46.27225239,,,,,,,,,,,0.186151333,,,0.038114267,Segment B: native,45.0377,46.27225239,8.91865,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,29.0,8.872463346,46.3608,46.21430023,,,,,,,,,,,0.176978667,,,0.026235267,Segment B: native,46.3608,46.21430023,8.872463346,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,30.0,8.872592892,44.995,45.64315818,,,,,,,,,,,0.177882,,,0.037654667,Segment B: native,44.995,45.64315818,8.872592892,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,31.0,8.869622406,44.0846,46.12159927,,,,,,,,,,,0.178785333,,,0.031618467,Segment B: native,44.0846,46.12159927,8.869622406,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,32.0,8.869259318,43.1019,45.67679245,,,,,,,,,,,0.178069333,,,0.039311467,Segment B: native,43.1019,45.67679245,8.869259318,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,33.0,8.860669318,41.0206,44.29447955,,,,,,,,,,,0.15966,,,0.048071667,Segment B: native,41.0206,44.29447955,8.860669318,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,34.0,8.860669318,41.7943,44.20398846,,,,,,,,,,,0.154925333,,,0.0591472,Segment B: native,41.7943,44.20398846,8.860669318,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,35.0,8.92435,40.696,43.90670056,,,,,,,,,,,0.156848667,,,0.049258533,Segment B: native,40.696,43.90670056,8.92435,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,36.0,8.835505915,40.0241,43.03769289,,,,,,,,,,,0.070784667,,,0.041774933,Segment B: native,40.0241,43.03769289,8.835505915,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,37.0,8.836638301,37.8344,42.47155084,,,,,,,,,,,0.071028,,,0.040044,Segment B: native,37.8344,42.47155084,8.836638301,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,38.0,8.834795006,37.1842,42.46767315,,,,,,,,,,,0.060056333,,,0.040574067,Segment B: native,37.1842,42.46767315,8.834795006,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,39.0,8.78638762,38.5434,42.20042861,,,,,,,,,,,0.0598798,,,0.028080267,Segment B: native,38.5434,42.20042861,8.78638762,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,40.0,8.780830514,38.2691,41.98635475,,,,,,,,,,,0.060003733,,,0.032228,Segment B: native,38.2691,41.98635475,8.780830514,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,41.0,8.778987219,36.7877,42.75021686,,,,,,,,,,,0.100072667,,,0.0572316,Segment B: native,36.7877,42.75021686,8.778987219,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,42.0,8.76214,38.4649,42.62137368,,,,,,,,,,,0.020785933,,,0.0414824,Segment B: native,38.4649,42.62137368,8.76214,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,43.0,8.724559916,38.1617,41.85272369,,,,,,,,,,,0.0210294,,,0.034993733,Segment B: native,38.1617,41.85272369,8.724559916,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,44.0,8.724559916,37.591,42.77928326,,,,,,,,,,,0.021393133,,,0.030802667,Segment B: native,37.591,42.77928326,8.724559916,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,45.0,8.723609916,38.7117,42.46202818,,,,,,,,,,,0.0217566,,,0.030301733,Segment B: native,38.7117,42.46202818,8.723609916,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,46.0,8.678391053,37.1219,42.5363115,,,,,,,,,,,0.021760933,,,0.028860267,Segment B: native,37.1219,42.5363115,8.678391053,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,47.0,8.681410371,36.1753,42.52751076,,,,,,,,,,,0.022064467,,,0.028738667,Segment B: native,36.1753,42.52751076,8.681410371,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,48.0,8.681410371,35.6119,42.65278867,,,,,,,,,,,0.0221878,,,0.033031,Segment B: native,35.6119,42.65278867,8.681410371,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,49.0,8.67854,35.3303,42.66599096,,,,,,,,,,,0.0269894,,,0.0379204,Segment B: native,35.3303,42.66599096,8.67854,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,50.0,8.656984205,36.3643,42.33850145,,,,,,,,,,,0.026573933,,,0.024630867,Segment B: native,36.3643,42.33850145,8.656984205,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,51.0,8.651635227,36.3357,42.60362757,,,,,,,,,,,0.026577733,,,0.023876733,Segment B: native,36.3357,42.60362757,8.651635227,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,52.0,8.651635227,36.3866,43.04396481,,,,,,,,,,,0.0262212,,,0.0227604,Segment B: native,36.3866,43.04396481,8.651635227,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,53.0,8.646566818,36.6038,42.76312467,,,,,,,,,,,0.026225,,,0.021626333,Segment B: native,36.6038,42.76312467,8.646566818,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,54.0,8.651752273,36.5897,42.5573349,,,,,,,,,,,0.0268282,,,0.024326933,Segment B: native,36.5897,42.5573349,8.651752273,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,55.0,8.648587045,36.0624,42.19314859,,,,,,,,,,,0.026832333,,,0.0279502,Segment B: native,36.0624,42.19314859,8.648587045,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,56.0,8.67581,36.4314,42.61526307,,,,,,,,,,,0.027435867,,,0.020900867,Segment B: native,36.4314,42.61526307,8.67581,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,57.0,8.651212045,35.0873,42.61526307,,,,,,,,,,,0.027859333,,,0.021051333,Segment B: native,35.0873,42.61526307,8.651212045,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,58.0,8.651212045,34.0179,42.71077287,,,,,,,,,,,0.0276832,,,0.0141106,Segment B: native,34.0179,42.71077287,8.651212045,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,59.0,8.651212045,33.1075,42.71077287,,,,,,,,,,,0.0171912,,,0.009521667,Segment B: native,33.1075,42.71077287,8.651212045,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,60.0,8.634161023,33.9246,42.89984105,,,,,,,,,,,0.016715067,,,0.00305132,Segment B: native,33.9246,42.89984105,8.634161023,poultry manure|7.751|15.0|67.0
